# G009 P2 shared-summary candidate-affecting branch inventory delta review
# baseline_head	dca7e41bed03ca36b1b0ad2da80fc72b83c3b1b6
# baseline_manifest_source	HEAD:src/test/resources/org/apache/sysds/hops/fedplanner/placement/candidate-affecting-branches.tsv
# baseline_manifest_sha256	66e9dc9949f712bb3c7cc1741bdc9e52c71f9470130efc59811440bc12f5a9ba
# final_working_tree_head	dca7e41bed03ca36b1b0ad2da80fc72b83c3b1b6
# final_native_placement_continuity_sha256	86f23df5673eba707fd4c6a8707751ec9bf59b0d54a3f3ca8a0cb415fb189dc5
# final_native_placement_continuity_test_sha256	eecdd17fcf9f449802883323dd24e4a28a6d1dac8673d3f64ffdd75e183300f6
# final_manifest_sha256	4533af7d6ba477bb56832a447a08a017342b63c47fa6238ba202344b084b0638
# comparison	tracked HEAD manifest versus exact scanner output from final slice-2 working tree
# pairing_rule	First pair exact file/kind/method/snippet digest in stable source order; only then pair identical branch ID/file/kind/method with a changed digest as a modified predicate.
# modified_predicate_policy	P2_SHARED_SUMMARY_MODIFIED_PREDICATE requires identical branch identity and different subtree digest; the ordinal-reused BR-b360e0cdd90afea1 addition is therefore new while its unchanged predecessor pairs to BR-cd8c760261782dcf.
# total_removed	4
# total_added	43
# total_delta	47
# count	ADDED	MOVED_OR_RENUMBERED_UNCHANGED_PREDICATE	1
# count	ADDED	P2_SHARED_SUMMARY_CACHE_EVALUATION	39
# count	ADDED	P2_SHARED_SUMMARY_MODIFIED_PREDICATE	3
# count	REMOVED	MOVED_OR_RENUMBERED_UNCHANGED_PREDICATE	1
# count	REMOVED	P2_SHARED_SUMMARY_MODIFIED_PREDICATE	3
#
direction	id	file	line_start	line_end	kind	method	classification	counterpart_id	snippet_sha256
ADDED	BR-0719aa7f914d991c	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	768	773	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	3eab94ff7805b313684c0052fb47e0e9765da81a7920afbf34923d5c5ae0ef52
ADDED	BR-eac86262ecbf20cc	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	768	768	SHORT_CIRCUIT	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	c5d3de6e0ea00b6e93eceb53fb3169d03222f215bb48f1478ab1dfebbd541533
ADDED	BR-6d221f0a8fc9df85	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	771	771	MERGE	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	3cb84172794eafe0f6e41ccb11e7ab43e6e84cb557b59f4bce815b88ccff2e99
ADDED	BR-6088b1ad84ebdf3f	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	772	772	RETURN	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	7ed1a9814fbd5b590d06b4a8cb68f14d97a5d1700a74f4403e7312130e216570
ADDED	BR-b360e0cdd90afea1	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	779	780	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	309e8c814c69d08cd43330007349db073e7ce1f17f11f5a27e69c4b6399566b7
ADDED	BR-cd8c760261782dcf	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	782	783	IF	evaluateDirectCandidateState	MOVED_OR_RENUMBERED_UNCHANGED_PREDICATE	BR-b360e0cdd90afea1	e4c888ef586971dca032bea95160085a27d9ea2dcb2e98ffb1424c14aa1975d1
ADDED	BR-5842f9d1e2b829a8	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	791	792	TERNARY	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	d20493ba0374ad8c79f603cf8c5155ea5a5363f41971d6c23d70d5c5d531b39d
ADDED	BR-8bfa5d513f288bff	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	793	794	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	2dbdb1f7496203ccee740e3542ecb28ca420113df5a3800e6144600d1e350d72
ADDED	BR-8d182b362ba54477	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	802	855	ENHANCED_FOR	evaluateDirectCandidateState	P2_SHARED_SUMMARY_MODIFIED_PREDICATE	BR-8d182b362ba54477	6a4aa85a90feba6e269195174cde012fe34691b68714189ab2e69a6432135c1c
ADDED	BR-c63956da85ff6ad2	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	810	839	ENHANCED_FOR	evaluateDirectCandidateState	P2_SHARED_SUMMARY_MODIFIED_PREDICATE	BR-c63956da85ff6ad2	5524fddcd5c8976822de12644abd9cc31211f174deb3a094cdb8512899727bdd
ADDED	BR-6f88eec5072cebb8	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	823	834	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	635e9e63aa1a0f9a552b205e36a83633b55e274ab4f1f388eca868bcfec1363a
ADDED	BR-012ba1fad7d53b35	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	825	833	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	4ca4cab55dbafd5e02dd3506e3a56ab46aaaf10ceac47671421e61efe0882923
ADDED	BR-9d18f0247d861ac9	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	825	825	SHORT_CIRCUIT	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	3ff92c920b562fcc1fb568798b63268588117ff992550a7f56a014763474b3e4
ADDED	BR-cdd04e3017dfbda1	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	827	833	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	eca4520b753f0753e9a9d90893a0a1a5ca86ae552c7d634cb3a3a61deeea4fdf
ADDED	BR-5355552f39481583	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	828	833	ENHANCED_FOR	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	9a5fdf1ecb61d34882a05bd6853889bea9aca23236702e295e44f0a5d3f350ae
ADDED	BR-4c0859c1c6c56c71	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	829	833	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	c4204823e394dae4cc71225af060593d6d68d3843ae75edd52430975ea0d0040
ADDED	BR-a66875a1e42bbb73	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	829	830	SHORT_CIRCUIT	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	57d327b9a8399d1c17976ec70fa822ee7f76782665a0c13ebcc8479cbcf2934e
ADDED	BR-66509c3d94ab9fcb	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	832	832	BREAK	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	42af036c740443455b79633c4ad8b5b729798d3a7a26ae1ca2f96dda0e1d266f
ADDED	BR-3f2bb319a3bf62dd	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	860	868	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	cf562e25f3be73ff8230f67002ebc48599d68837c4d64ddad36ed264b075c6e5
ADDED	BR-bd322522df2c6b50	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	864	867	IF	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	c3e1a3c968f62aa4d2a7a107c28c4ec58c91b6a2019bbac1d72c0c42a3c38edb
ADDED	BR-0b5ab839926d8bd4	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	864	864	SHORT_CIRCUIT	evaluateDirectCandidateState	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	f6694eef52f9bcabb3ce5ff529befb9a0468210afbb77107b5b231c0d3e218a8
ADDED	BR-920e7798fcb65785	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	873	874	IF	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	de44ef45d5c6759c02f07b1dd1797e06bfd643e8d92caa0d550ca925f6a84d33
ADDED	BR-7bbd3f99fc1f9674	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	874	874	RETURN	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	8beaabe25ab7e0a80d1e25bada55a2f5a227101c2210eadf0b368d3c2be4a83f
ADDED	BR-965d962126bee2da	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	875	900	ENHANCED_FOR	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	2eae34f5820a2f2a9e45f31470d2cd12ed2d4dc49b181a8a86aff276bac1246f
ADDED	BR-459858ff4b9d3768	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	878	880	IF	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	4d6d94d38d60c4f35126a4ffa8d439e5d798fed6fab43c8037150808844ddfab
ADDED	BR-44e55b1a31008695	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	878	879	SHORT_CIRCUIT	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	df7318de98b41d4dca78d91861c29ce04787f8125fbd341d84f86cdc46e8520e
ADDED	BR-55c52f1e84440120	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	880	880	CONTINUE	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	0bf37874b7af9907cc21dc845f1daf71d4f9392a2ca7a5b474c14db2db91e879
ADDED	BR-fe2e84fdd1947a88	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	882	885	IF	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	600fa33101057550a30a587149d5f523a7042259a9aa8b6f2235f5ac2ed21ea9
ADDED	BR-bca29c0f42966097	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	886	891	SHORT_CIRCUIT	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	e94e2475bee3cbd3993ba21b38cb33a2a34393e0f2bac5a5071c17c725eabb00
ADDED	BR-efa5730ab6566880	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	886	896	WHILE	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	b74299d55643f63a0cafa74cd555068acf7ffda20fe851a64b18a145d7ff6afa
ADDED	BR-20b0494863b8ccd7	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	887	891	SHORT_CIRCUIT	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	e4a10a1415314834daaa3977b836c154d67302313c8b8f4f874c0091a2844fc6
ADDED	BR-8111d579636a3355	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	887	889	SHORT_CIRCUIT	publishDirectSummaries	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	86d9552a819ca87f442526fb0acbed6d965d789b275fb9635e77c83d220eaa0a
ADDED	BR-3888c775b3502267	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	905	906	RETURN	estimatedDirectSummaryBytes	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	c75101414d77748d1fea1b947414ef5e0556793bcb599b8adf82050eee090c99
ADDED	BR-ab7fe4f0003f1a2b	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	911	911	MERGE	identitySetCopy	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	759cb370fe5a6716f2ed7949b58c25144399f16fdf1f2909dcba0058a3570b95
ADDED	BR-15fba6d8f739c8d6	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	912	912	RETURN	identitySetCopy	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	37e9685d8f145527e4ac2fa25310e1e7c73112720c24e17ef73683085637d29b
ADDED	BR-42c7d1508f405a8d	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	1833	1833	TERNARY	<init>	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	4dfbf650910a0ad16bede0ba282adbf5f6813024c8a07d5fbba283c6a74c64dc
ADDED	BR-4530a96000e9c3c9	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	1834	1834	TERNARY	<init>	P2_SHARED_SUMMARY_CACHE_EVALUATION	-	7c880e670b9fab30265bf905ef328a5ada028542cb23b581bccf48d4ad139d66
