# Baseline: HEAD 35d1f49507a9cf3566674e68c6b97ccc1354d079
# Every manifest-key addition/removal is classified; counterpart is present only for exact predicate pairs.
direction	id	file	line_start	line_end	kind	method	classification	counterpart	snippet_sha256
ADDED	BR-de28e10527cb7f5c	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	247	248	IF	nextRevision	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	e01a555a7bb43f9891bc391dc1f17b189fa86c10c04c2b312e82cf283a4923f4
ADDED	BR-fbf944bc3bd04044	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	251	264	ENHANCED_FOR	nextRevision	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	42be08d0fa2bd2910b10bdd82788fa31a349ee848b8d253bb4af30ff82cdd401
ADDED	BR-c6861100d2ec27da	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	254	256	SHORT_CIRCUIT	nextRevision	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	913f24440817550a7ab616a085f4d0688f7bef2a82e9335519460b3f368040e6
ADDED	BR-e1dc938414f5bec7	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	257	258	IF	nextRevision	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	5af81f9de8e91dd7815de5424a4264a2e86501ec664ca6c6fb7e18f8a09c739a
ADDED	BR-fff28e310bf62493	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	258	258	CONTINUE	nextRevision	MOVED_WITH_UNCHANGED_PREDICATE	BR-88ab8ff3881f851e	0bf37874b7af9907cc21dc845f1daf71d4f9392a2ca7a5b474c14db2db91e879
ADDED	BR-820baad86067a240	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	262	263	IF	nextRevision	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	82d0356fa215184d3d9d834915dee6249be49103d0241d25618376bcf74f22fb
ADDED	BR-b1607e5bb587e8e4	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	265	266	IF	nextRevision	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	2f59bba756ae28aef2d5a13808f6df96716dbffcc4bd12fcb21151b896da1310
ADDED	BR-35fec7d5cba29860	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	267	268	IF	nextRevision	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	8c17e826a9639c77740665d6344f6a33fe192491a6ea666ec840bd598c177358
ADDED	BR-eddf4eeb4fb7f95a	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	269	269	RETURN	nextRevision	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	4d083c13dcc1e236779a33badb3f4a385f62bc4add6b7cb5d56ca72551b09c29
ADDED	BR-97cc46bde8b44f6e	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	314	318	IF	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	54341884f4275b7bd30dcf907a95eb564e758dcbb038e8f3a0325c43b94f58aa
ADDED	BR-5bd58fe0954bfbdf	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	315	316	IF	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	1dd995f14f0a93badae3b0deccb026fa18ed3b9f8259345a0a7858e9ad0be696
ADDED	BR-0204cb17bc100a11	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	317	317	RETURN	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	cb3b6e68c0b2eb43b7a6b56392c87f1a5e1991c9b1817e6e5c0d7a99a1633ef4
ADDED	BR-f98eb1a2973b6c07	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	319	320	IF	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	aaa8981aface7fad15109229d5471be9899804bcdc5ee1cb1a7d0aed6f4090fa
ADDED	BR-445b8e2720434cf6	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	323	323	RETURN	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	c79b754b7c271302634e71f16a25d43695db58fe18bbe15439a40151c9d2e7a4
ADDED	BR-02487c4d2c2e7dce	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	330	331	IF	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-6c39fa6a283b3eb0	2e1a68d0f808d87d8a7b3d08baae7b369895f0ef39765c9b81249a5daced9f3b
ADDED	BR-2b022ef77c4a575f	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	331	331	RETURN	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-9c0ee05453e01a21	506ae24b8abc89c966e0987cb7260ea2b746f073825b77b716e09438da0a48bb
ADDED	BR-10213b8a5cbe502f	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	335	336	IF	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-a3a9fdc9543b88ac	36adf8228028c08474e87f8f8818e8afff0d72e6cd1feca852c482248c758075
ADDED	BR-8307058e95d62f1f	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	335	335	SHORT_CIRCUIT	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-4d1dd20e8f275e26	ca159265e2b40255f7fbad5a5ac2086ce3e51db2da7c2c5ac59768891e105efb
ADDED	BR-9282cffc6de25daa	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	337	338	IF	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-65641b0d18f291af	6057413eb8b7f13ad173653ec7bd1c41cd935f3191562f16fec6ca4666288ff7
ADDED	BR-6f1f3a9e89ba768c	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	338	338	RETURN	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-9513d649c69ba09c	506ae24b8abc89c966e0987cb7260ea2b746f073825b77b716e09438da0a48bb
ADDED	BR-46f27ef24011a11e	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	340	341	IF	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-a55c066672506024	55b1437d38dd0e0abd938d1d5423cef8e7402fca95bfc01e80779427e6eb1701
ADDED	BR-05e01675de3150b6	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	340	340	SHORT_CIRCUIT	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-b768192a94f8188e	237bfa15b94cd4c492bfe3042b73202c669ebf4cbc39e62746816c04770f9d58
ADDED	BR-778c6f8d941096e6	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	340	340	SHORT_CIRCUIT	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-2942974709d39bbe	77ceb34d222a4d25b2f00cdfe14be502281b1959119aa11862aeddd81910193d
ADDED	BR-a2adad6f2dce7bc1	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	341	341	RETURN	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-33eeebc4e1554f2e	ff3383793c1b7247330190661ed8dbac434cb0f99f06c3773f7ece0a750f3fe1
ADDED	BR-9d366fd90d913660	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	343	347	FILTER	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-29429dcc493f5b83	99d5dbb43c79e746773f1c6ab72744610bb9fe983fb70a974692074c40a577d2
ADDED	BR-2dd96202c1f9c2d6	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	345	347	SHORT_CIRCUIT	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-6eab3be345f3ead2	31b8b9be0c32907b36c4203055f859e4367e927db78dfc3557f002169e3560df
ADDED	BR-94c8ed2f11a5fd6c	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	349	350	RETURN	computeCandidateAlternatives	MOVED_WITH_UNCHANGED_PREDICATE	BR-ec0828f32f34985a	d260a74f18a460ee98f7176d31471720a20beedea78b9c92d0b5f8abc66ed5ff
ADDED	BR-3b9e3e2ddb476e3e	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	356	358	IF	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	fe67230889f97aa501f1ffede915b139effda79f247ee325e96a4d65081f260c
ADDED	BR-272542afe183a912	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	356	356	SHORT_CIRCUIT	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	bf6fb4034f1903ebc939c722fcba0cb44be405ad5e0a668b87372da9e8ff13db
ADDED	BR-59fed28dafd7662c	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	356	356	SHORT_CIRCUIT	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	91984d0acc3a3ea5569498df1e1e2f9af04f42e82bdabe6de9a8bbdf09870b20
ADDED	BR-6e36ab641ae2b205	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	356	357	SHORT_CIRCUIT	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	5ba90221d18664144d05d5f0cf5401692592de963b568a9d83bac1d214220bfd
ADDED	BR-f004fc750b5a044c	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	356	357	SHORT_CIRCUIT	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	5eca0c8e8d7245468603ac9bf8564c454fc223531c859888f9aff9ac382d111b
ADDED	BR-be9a4ca520b2ffa5	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	358	358	RETURN	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	8beaabe25ab7e0a80d1e25bada55a2f5a227101c2210eadf0b368d3c2be4a83f
ADDED	BR-ee48c83a64c575ad	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	359	362	SHORT_CIRCUIT	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	33022ea680b74fd70ee7392e1bea65e51b97ebcf7a4aa013b196e39a65209a69
ADDED	BR-3f8ca76290e0ffcb	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	359	369	WHILE	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	5497f0c14e37b823ac233016deac34b26bf1bbe6fb9676058b9f9ea4b880bd4a
ADDED	BR-9b9dd18f6e7d889b	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	360	362	SHORT_CIRCUIT	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	45b511461bd7de86bc8bb52d079414245c49c740088f6e31fed5a579890030c5
ADDED	BR-fb0ad486d5790a31	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	360	361	SHORT_CIRCUIT	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	699e3b9d9fdbe03345b2d0790ab39a3d0b0ec1327d3885ddc30ea992d78bf147
ADDED	BR-979d5d4799691db0	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	367	368	IF	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	bbdfefedf039eb373b92b181d434523364200b63353630a7e2659e611f2f6af3
ADDED	BR-708c84a2b1325cd9	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	373	375	IF	cacheCompletedProofs	BOUNDED_QUERY_MEMOIZATION	-	26914da6c4098531cc17d5530301197619dfc1f62657097d3509777f488c5924
ADDED	BR-85073f8d3735821b	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	380	384	ENHANCED_FOR	estimatedProofBytes	BOUNDED_QUERY_MEMOIZATION	-	a3bce7ed9acc293a89691e58053cfa1b80c49db6617a58a63946396b7367f19f
ADDED	BR-7ce613d8c0952865	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	383	383	TERNARY	estimatedProofBytes	BOUNDED_QUERY_MEMOIZATION	-	2bea6808fb3d430d10a3dcea599540726fface5e8eed216e1d3b5c192143d136
ADDED	BR-dec6bcfee1ad93a3	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	385	385	RETURN	estimatedProofBytes	BOUNDED_QUERY_MEMOIZATION	-	2bca4c2982bbc6aaa5bfe868f4b3dc0c05b3140c80c511580a981aa7757c299c
ADDED	BR-f8c52e89e3ad9d8d	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	393	393	RETURN	candidateSupportQueryKey	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	525b5b2c964987054544e6e559bedad49220495cf08ebff5b9a03c092136a084
ADDED	BR-87460f387baae4db	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	399	405	ENHANCED_FOR	instantiateSupportTemplates	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	eab7152e791d683a97369cf0d7a53eb6d71e70b73ba14ecf2d0c7a8aee977448
ADDED	BR-2d670a4f4f3a593d	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	400	402	TERNARY	instantiateSupportTemplates	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	c908d8fac33c77d65df0c78bcfd52ffc6aede9b3c82982043aca805bf1daecdd
ADDED	BR-0a5fae21b3d1e332	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	407	407	RETURN	instantiateSupportTemplates	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	ff36ca84b82816e05702bc8c28e30c734f813c0e2aaf0dcee3c75ad7e34d7388
ADDED	BR-8c051a34645e0aa1	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	414	423	FOR	rebindTemplateRoot	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	9419b1d2e58e46ef7ed60e956ba844dafe74b01210f7a06ec1df625db144ad63
ADDED	BR-0f896d76970749ba	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	416	418	IF	rebindTemplateRoot	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	af06eef3ec4a4e6fcfd0df555597e0a5c48d3953180a43466a865513d6b9c1a9
ADDED	BR-cbd877d25bb52044	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	416	417	SHORT_CIRCUIT	rebindTemplateRoot	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	1d96392ff6dd85aa7c1d36d9ae5df58a23be30600686a01133e6f46b2c7802a6
ADDED	BR-169aca1c607e64df	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	418	418	CONTINUE	rebindTemplateRoot	MOVED_WITH_UNCHANGED_PREDICATE	BR-05a0e22fc2364ab9	0bf37874b7af9907cc21dc845f1daf71d4f9392a2ca7a5b474c14db2db91e879
ADDED	BR-62ece6f73e8329a3	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	419	420	IF	rebindTemplateRoot	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	400a0a312eb4c20447e32dce697775127d17b61b279c453d34d365a8fb9aa611
ADDED	BR-c386483d751f4e2d	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	424	424	RETURN	rebindTemplateRoot	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	b75dcd609c0c3efd1199137edfc9aa9a2c65c738132943454836cdc4ae52b3f1
ADDED	BR-ef9b7768b27d3cea	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	424	424	TERNARY	rebindTemplateRoot	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	a95e6c34341e6aa17f7612823b9389ae13fbd8bb46f4d04c5276b07fc2c47b47
ADDED	BR-7ec44ecdfa64fdb8	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	428	432	IF	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	89d43fbf09dfa32113a5c9357b8723a56b495d0473a2f49cac82931aea914a6d
ADDED	BR-2749036462ad9d0f	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	428	431	SHORT_CIRCUIT	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	bbc152e735a891240ced8cbec2510c7a6ce143b75b146c5b1e43a5e7be602d3c
ADDED	BR-5aa56b7ef8c2225c	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	428	430	SHORT_CIRCUIT	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	ba127cc46f11a4082fe275bdc7531c8dac5dd36a3b82af0ab3e04f45b84b1d99
ADDED	BR-6438b1a7556cec06	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	428	428	SHORT_CIRCUIT	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	ef5c61defd81616a9c0a837ced5a9b8e90bf43814cd606a0b04e423aacc9b2a9
ADDED	BR-b73c87a51716e82b	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	428	429	SHORT_CIRCUIT	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	8c00b3182c5db55cbbb28a2118d218ee73d481d488ae5439d143b1b8cdbcf3a5
ADDED	BR-bcadad8c8e63f39a	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	432	432	RETURN	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	8beaabe25ab7e0a80d1e25bada55a2f5a227101c2210eadf0b368d3c2be4a83f
ADDED	BR-ed82365ed16c57ce	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	434	437	IF	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	fd242b7f9f316690dd07ae1c31ac7c2bb56f68a3346efabf80ca8287594edf0f
ADDED	BR-f6a4d9d3db107532	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	438	442	SHORT_CIRCUIT	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	1d49ec768ade1853393849df0b7c27656af1d9322e98a0510e0d60ab190a19b1
ADDED	BR-93c5fb5a1777fa9d	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	438	449	WHILE	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	97c88672a761cb78fd9bc62fe4d4419102a5b979cf3755efe81a7ce27ba69052
ADDED	BR-8ad2aecbb0913056	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	439	442	SHORT_CIRCUIT	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	15d02cceaf9b27f642236232ea0e765f79186b3814ce7846fc71a6aecd736de4
ADDED	BR-f30fbfa4601b286e	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	439	440	SHORT_CIRCUIT	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	f4946e613a672968d4be704a86ff1579c8ec2d1048dfb45c24a13b616c3f844c
ADDED	BR-4993b10130caeb7c	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	447	448	IF	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	14f23c6b06892b60893f58fe1f8143659cb717bd2368a1b0d071467b458309fa
ADDED	BR-8c10d4d0088e6c6f	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	453	455	IF	cacheCompletedSupports	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	47c51a0ee0af821e6b18bf9a78a2dd742113e3002efea584ecea7e76b0c6bf18
ADDED	BR-610b8d96687c5d85	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	460	464	ENHANCED_FOR	estimatedSupportBytes	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	d0a967dc5de92e544048640af985d1475beb593853965945da7607ae449f6533
ADDED	BR-08e0de0a771ed926	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	462	463	TERNARY	estimatedSupportBytes	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	68747492dcab20c52e6846fc566be252ca574308f0aed40ed6151bd6ed5b47a4
ADDED	BR-b36a7a4e924cbdf0	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	465	465	RETURN	estimatedSupportBytes	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	5998867f1a789946046f43e04f862031e2d58b2c94e5741eeea9af1ffc8d0658
ADDED	BR-70bea04fc1ed96fe	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	483	487	IF	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	8460174535d88d500610adfc50b9bffc78d34284b93ffdf6e4e1c541de7cdead
ADDED	BR-63b49daee81b4c78	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	484	485	IF	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	2be31a7a2a3092a9ae76447367bda78cf5f4464cba77cb614a11867a2e7a5263
ADDED	BR-375044a1d74a99d3	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	486	486	RETURN	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	c8e6fc3258daa2a7ea02622918a5707cabdfa9f05d04b1c4608e894d6a3d8ab4
ADDED	BR-63cabefae2e0a8e8	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	488	489	IF	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	3c8c08ca995e4959abd211bf7ee6ab3c6eb14659a5cc5008d1b9b14921d99b55
ADDED	BR-e3835f00c04e839d	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	494	494	RETURN	proveCandidateAlternatives	BOUNDED_QUERY_MEMOIZATION	-	1f59309d7aec1dbc1972cfc0506235f49b3990a3f7708acf8568e6eb398c46ef
ADDED	BR-09cd150b0d687878	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	499	510	IF	computeCandidateSupportAlternatives	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	2f3c82f24aa3bce7ba47cdccfc9d65f58a8e4b044a7de1c40adb50c2356a4203
ADDED	BR-bda289cb60779c67	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	502	509	IF	computeCandidateSupportAlternatives	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	6f77c78e984252e42f11e8bc5fb623e32a49ba99390f10a4d77692f654e4b53d
ADDED	BR-1b6be1055a9516e8	src/main/java/org/apache/sysds/hops/fedplanner/placement/NativePlacementContinuity.java	504	509	IF	computeCandidateSupportAlternatives	SHARED_PROOF_SUPPORT_AND_REVISION_REDESIGN	-	b3c981f38bccb36b71945d9b3943bc312838eafcf7ef74bc01510107466f61d6
