hop,file,op,line,exec,placement,foutType,reason,childIDs,parentIDs,rewireChildIDs,rewireParentIDs,privacy,inputs,notes
65,test_heuristic.log,m(list),76,CP,LOUT,none,NO_RULE,"[399, 45]",[71],[],[],null,"[null, null]",[]
70,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
70,test_fedall.log,m(list),78,CP,LOUT,none,NO_RULE,"[52, 55]",[71],[],[],null,"[null, null]",[]
70,test_heuristic.log,m(list),78,CP,LOUT,none,NO_RULE,"[52, 55]",[71],[],[],null,"[null, null]",[]
71,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
71,test_fedall.log,m(list),79,CP,LOUT,none,NO_RULE,"[47, 56, 65, 70]",[73],[],[],null,"[null, null, null, null]",[]
71,test_heuristic.log,m(list),79,CP,LOUT,none,NO_RULE,"[47, 56, 65, 70]",[73],[],[],null,"[null, null, null, null]",[]
73,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
73,test_fedall.log,Fed X,80,FED,FOUT,ROW,OK,"[19, 71, 8]",[74],[],[],null,"[null, null, null]",[]
73,test_heuristic.log,Fed X,80,FED,FOUT,ROW,OK,"[19, 71, 8]",[74],[],[],null,"[null, null, null]",[]
75,test_cost.log,TWrite X,359,FED,FOUT,ROW,<missing>,[74],[],<missing>,<missing>,<missing>,<missing>,<missing>
75,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
75,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
116,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
116,test_fedall.log,ua(minRC),82,CP,LOUT,none,NO_RULE,[13],"[117, 120]",[],[],null,[null],[]
116,test_heuristic.log,ua(minRC),82,CP,LOUT,none,NO_RULE,[13],"[117, 120]",[],[],null,[null],[]
127,test_cost.log,TRead num_min,474,CP,LOUT,null,<missing>,[123],[130],<missing>,<missing>,<missing>,<missing>,<missing>
127,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
127,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
128,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
128,test_fedall.log,TRead num_max,93,CP,LOUT,none,NO_RULE,[],[129],[],[],null,[],[]
128,test_heuristic.log,TRead num_max,93,CP,LOUT,none,NO_RULE,[],[129],[],[],null,[],[]
157,test_cost.log,b(+),356,CP,LOUT,null,<missing>,"[152, 151]",[159],<missing>,<missing>,<missing>,<missing>,<missing>
157,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
157,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
158,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
158,test_fedall.log,b(/),122,CP,LOUT,none,NO_RULE,"[156, 153]",[159],[],[],null,"[null, null]",[]
158,test_heuristic.log,b(/),122,CP,LOUT,none,NO_RULE,"[156, 153]",[159],[],[],null,"[null, null]",[]
161,test_cost.log,TWrite Y,345,CP,LOUT,null,<missing>,[160],[],<missing>,<missing>,<missing>,<missing>,<missing>
161,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
161,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
169,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
169,test_fedall.log,TRead X,133,FED,FOUT,ROW,OK,[],"[171, 206]",[],[],null,[],[]
169,test_heuristic.log,TRead X,133,FED,FOUT,ROW,OK,[],"[171, 206]",[],[],null,[],[]
170,test_cost.log,TRead X,358,FED,FOUT,ROW,<missing>,[75],"[172, 207]",<missing>,<missing>,<missing>,<missing>,<missing>
170,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
170,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
196,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
196,test_fedall.log,TRead Y,135,CP,LOUT,none,NO_RULE,[],[207],[],[],null,[],[]
196,test_heuristic.log,TRead Y,135,CP,LOUT,none,NO_RULE,[],[207],[],[],null,[],[]
201,test_cost.log,LiteralOp -1,338,CP,LOUT,null,<missing>,[],"[205, 219]",<missing>,<missing>,<missing>,<missing>,<missing>
201,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
201,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
203,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
203,test_fedall.log,LiteralOp 1,130,CP,LOUT,none,NO_RULE,[],"[204, 218]",[],[],null,[],[]
203,test_heuristic.log,LiteralOp 1,130,CP,LOUT,none,NO_RULE,[],"[204, 218]",[],[],null,[],[]
206,test_cost.log,TWrite w,334,CP,LOUT,null,<missing>,[205],[],<missing>,<missing>,<missing>,<missing>,<missing>
206,test_fedall.log,r(r'),134,FED,FOUT,COL,OK,[169],[207],[],[],null,[ROW],[]
206,test_heuristic.log,r(r'),134,FED,FOUT,COL,OK,[169],[207],[],[],null,[ROW],[]
207,test_cost.log,r(r'),357,FED,FOUT,COL,<missing>,[170],[208],<missing>,<missing>,<missing>,<missing>,<missing>
207,test_fedall.log,ba(+*),136,FED,LOUT,none,OK,"[206, 196]","[208, 209]",[],[],null,"[COL, null]",[]
207,test_heuristic.log,ba(+*),136,FED,LOUT,none,OK,"[206, 196]","[208, 209]",[],[],null,"[COL, null]",[]
208,test_cost.log,ba(+*),343,FED,LOUT,null,<missing>,"[197, 207]","[209, 210]",<missing>,<missing>,<missing>,<missing>,<missing>
208,test_fedall.log,TWrite g_old,137,CP,LOUT,none,NO_RULE,[207],[],[],[],null,[null],[]
208,test_heuristic.log,TWrite g_old,137,CP,LOUT,none,NO_RULE,[207],[],[],[],null,[null],[]
210,test_cost.log,TWrite s,342,CP,LOUT,null,<missing>,[208],[],<missing>,<missing>,<missing>,<missing>,<missing>
210,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
210,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
218,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
218,test_fedall.log,dg(rand),140,CP,LOUT,none,NO_RULE,"[197, 198, 199, 200, 435, 203]",[219],[],[],null,"[null, null, null, null, null, null, null, null]",[]
218,test_heuristic.log,dg(rand),140,CP,LOUT,none,NO_RULE,"[197, 198, 199, 200, 435, 203]",[219],[],[],null,"[null, null, null, null, null, null, null, null]",[]
220,test_cost.log,TWrite Xw,392,CP,LOUT,null,<missing>,[219],[],<missing>,<missing>,<missing>,<missing>,<missing>
220,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
220,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
221,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
221,test_fedall.log,TWrite iter,142,CP,LOUT,none,NO_RULE,[198],[],[],[],null,[null],[]
221,test_heuristic.log,TWrite iter,142,CP,LOUT,none,NO_RULE,[198],[],[],[],null,[null],[]
230,test_cost.log,TWrite __pred,275,CP,LOUT,null,<missing>,[229],[],<missing>,<missing>,<missing>,<missing>,<missing>
230,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
230,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
231,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
231,test_fedall.log,TRead s,154,CP,LOUT,none,NO_RULE,[],"[236, 437, 439, 440]",[],[],null,[],[]
231,test_heuristic.log,TRead s,154,CP,LOUT,none,NO_RULE,[],"[236, 437, 439, 440]",[],[],null,[],[]
233,test_cost.log,TRead w,376,CP,LOUT,null,<missing>,[206],[437],<missing>,<missing>,<missing>,<missing>,<missing>
233,test_fedall.log,TRead X,153,FED,FOUT,ROW,OK,[],[236],[],[],null,[],[]
233,test_heuristic.log,TRead X,153,FED,FOUT,ROW,OK,[],[236],[],[],null,[],[]
234,test_cost.log,TRead X,398,FED,FOUT,ROW,<missing>,[75],[237],<missing>,<missing>,<missing>,<missing>,<missing>
234,test_fedall.log,LiteralOp 0,151,CP,LOUT,none,NO_RULE,[],"[235, 249]",[],[],null,[],[]
234,test_heuristic.log,LiteralOp 0,151,CP,LOUT,none,NO_RULE,[],"[235, 249]",[],[],null,[],[]
236,test_cost.log,TWrite step_sz,365,CP,LOUT,null,<missing>,[235],[],<missing>,<missing>,<missing>,<missing>,<missing>
236,test_fedall.log,ba(+*),155,FED,FOUT,ROW,OK,"[233, 231]",[237],[],[],null,"[ROW, null]",[]
236,test_heuristic.log,ba(+*),155,FED,LOUT,none,OK,"[233, 231]",[237],[],[],null,"[ROW, null]",[]
237,test_cost.log,ba(+*),397,FED,LOUT,null,<missing>,"[232, 234]",[238],<missing>,<missing>,<missing>,<missing>,<missing>
237,test_fedall.log,TWrite Xd,156,FED,FOUT,ROW,OK,[236],[],[],[],null,[ROW],[]
237,test_heuristic.log,TWrite Xd,156,CP,LOUT,none,NO_RULE,[236],[],[],[],null,[null],[]
238,test_cost.log,TWrite Xd,396,CP,LOUT,null,<missing>,[237],[],<missing>,<missing>,<missing>,<missing>,<missing>
238,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
238,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
240,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
240,test_fedall.log,b(*),162,CP,LOUT,none,NO_RULE,"[421, 438]",[241],[],[],null,"[null, null]",[]
240,test_heuristic.log,b(*),162,CP,LOUT,none,NO_RULE,"[421, 438]",[241],[],[],null,"[null, null]",[]
242,test_cost.log,TWrite wd,370,CP,LOUT,null,<missing>,[241],[],<missing>,<missing>,<missing>,<missing>,<missing>
242,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
242,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
244,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
244,test_fedall.log,b(*),167,CP,LOUT,none,NO_RULE,"[421, 441]",[245],[],[],null,"[null, null]",[]
244,test_heuristic.log,b(*),167,CP,LOUT,none,NO_RULE,"[421, 441]",[245],[],[],null,"[null, null]",[]
248,test_cost.log,TWrite continue1,288,CP,LOUT,null,<missing>,[247],[],<missing>,<missing>,<missing>,<missing>,<missing>
248,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
248,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
249,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
249,test_fedall.log,TWrite iiter,171,CP,LOUT,none,NO_RULE,[234],[],[],[],null,[null],[]
249,test_heuristic.log,TWrite iiter,171,CP,LOUT,none,NO_RULE,[234],[],[],[],null,[null],[]
251,test_cost.log,TRead iiter,291,CP,LOUT,null,<missing>,[250],[254],<missing>,<missing>,<missing>,<missing>,<missing>
251,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
251,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
252,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
252,test_fedall.log,TRead continue1,172,CP,LOUT,none,NO_RULE,[],[254],[],[],null,[],[]
252,test_heuristic.log,TRead continue1,172,CP,LOUT,none,NO_RULE,[],[254],[],[],null,[],[]
257,test_cost.log,TRead dd,379,CP,LOUT,null,<missing>,[246],"[273, 282]",<missing>,<missing>,<missing>,<missing>,<missing>
257,test_fedall.log,TRead Xd,185,FED,FOUT,ROW,OK,[],"[264, 445, 447, 448]",[],[],null,[],[]
257,test_heuristic.log,TRead Xd,185,CP,LOUT,none,NO_RULE,[],"[264, 445, 447, 448]",[],[],null,[],[]
259,test_cost.log,TRead wd,369,CP,LOUT,null,<missing>,[242],[274],<missing>,<missing>,<missing>,<missing>,<missing>
259,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
259,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
260,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
260,test_fedall.log,TRead step_sz,178,CP,LOUT,none,NO_RULE,[],"[264, 272, 283, 448]",[],[],null,[],[]
260,test_heuristic.log,TRead step_sz,178,CP,LOUT,none,NO_RULE,[],"[264, 272, 283, 448]",[],[],null,[],[]
264,test_cost.log,TRead Xw,391,CP,LOUT,null,<missing>,[220],"[266, 449]",<missing>,<missing>,<missing>,<missing>,<missing>
264,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
264,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
266,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
266,test_fedall.log,LiteralOp 1,208,CP,LOUT,none,NO_RULE,[],[290],[],[],null,[],[]
266,test_heuristic.log,LiteralOp 1,208,CP,LOUT,none,NO_RULE,[],[290],[],[],null,[],[]
267,test_cost.log,LiteralOp 1,439,CP,LOUT,null,<missing>,[],[291],<missing>,<missing>,<missing>,<missing>,<missing>
267,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
267,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
268,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
268,test_fedall.log,b(1-*),187,FED,FOUT,ROW,OK,"[262, 448]","[270, 412]",[],[],null,"[null, ROW]",[]
268,test_heuristic.log,b(1-*),187,CP,LOUT,none,NO_RULE,"[262, 448]","[270, 412]",[],[],null,"[null, null]",[]
269,test_cost.log,b(1-*),388,CP,LOUT,null,<missing>,"[263, 449]","[271, 413]",<missing>,<missing>,<missing>,<missing>,<missing>
269,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
269,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
270,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
270,test_fedall.log,b(>),195,FED,FOUT,ROW,OK,"[268, 411]",[446],[],[],null,"[ROW, null]",[]
270,test_heuristic.log,b(>),195,CP,LOUT,none,NO_RULE,"[268, 411]",[446],[],[],null,"[null, null]",[]
271,test_cost.log,b(>),405,CP,LOUT,null,<missing>,"[269, 412]",[447],<missing>,<missing>,<missing>,<missing>,<missing>
271,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
271,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
272,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
272,test_fedall.log,b(*),181,CP,LOUT,none,NO_RULE,"[260, 256]",[273],[],[],null,"[null, null]",[]
272,test_heuristic.log,b(*),181,CP,LOUT,none,NO_RULE,"[260, 256]",[273],[],[],null,"[null, null]",[]
274,test_cost.log,b(+),368,CP,LOUT,null,<missing>,"[259, 273]",[278],<missing>,<missing>,<missing>,<missing>,<missing>
274,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
274,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
276,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
276,test_fedall.log,ua(+RC),191,CP,LOUT,none,NO_RULE,[447],[277],[],[],null,[null],[]
276,test_heuristic.log,ua(+RC),191,CP,LOUT,none,NO_RULE,[447],[277],[],[],null,[null],[]
278,test_cost.log,b(-),367,CP,LOUT,null,<missing>,"[274, 277]","[283, 286, 286]",<missing>,<missing>,<missing>,<missing>,<missing>
278,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
278,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
280,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
280,test_fedall.log,ua(+RC),197,FED,LOUT,none,OK,[446],[281],[],[],null,[ROW],[]
280,test_heuristic.log,ua(+RC),197,CP,LOUT,none,NO_RULE,[446],[281],[],[],null,[null],[]
289,test_cost.log,TWrite continue1,431,CP,LOUT,null,<missing>,[288],[],<missing>,<missing>,<missing>,<missing>,<missing>
289,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
289,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
290,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
290,test_fedall.log,b(+),209,CP,LOUT,none,NO_RULE,"[261, 266]",[291],[],[],null,"[null, null]",[]
290,test_heuristic.log,b(+),209,CP,LOUT,none,NO_RULE,"[261, 266]",[291],[],[],null,"[null, null]",[]
292,test_cost.log,TWrite iiter,436,CP,LOUT,null,<missing>,[291],[],<missing>,<missing>,<missing>,<missing>,<missing>
292,test_fedall.log,TRead Xd,217,FED,FOUT,ROW,OK,[],"[303, 452]",[],[],null,[],[]
292,test_heuristic.log,TRead Xd,217,CP,LOUT,none,NO_RULE,[],"[303, 452]",[],[],null,[],[]
293,test_cost.log,TRead Xd,409,CP,LOUT,null,<missing>,[238],"[304, 453]",<missing>,<missing>,<missing>,<missing>,<missing>
293,test_fedall.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
293,test_heuristic.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
294,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
294,test_fedall.log,TRead s,213,CP,LOUT,none,NO_RULE,[],"[300, 451, 471, 475, 477]",[],[],null,[],[]
294,test_heuristic.log,TRead s,213,CP,LOUT,none,NO_RULE,[],"[300, 451, 471, 475, 477]",[],[],null,[],[]
296,test_cost.log,TRead w,333,CP,LOUT,null,<missing>,[206],"[302, 452]",<missing>,<missing>,<missing>,<missing>,<missing>
296,test_fedall.log,TRead X,247,FED,FOUT,ROW,OK,[],[323],[],[],null,[],[]
296,test_heuristic.log,TRead X,247,FED,FOUT,ROW,OK,[],[323],[],[],null,[],[]
297,test_cost.log,TRead X,420,FED,FOUT,ROW,<missing>,[75],[324],<missing>,<missing>,<missing>,<missing>,<missing>
297,test_fedall.log,TRead step_sz,212,CP,LOUT,none,NO_RULE,[],"[300, 303, 451, 452, 368]",[],[],null,[],[]
297,test_heuristic.log,TRead step_sz,212,CP,LOUT,none,NO_RULE,[],"[300, 303, 451, 452, 368]",[],[],null,[],[]
