hop,file,op,line,exec,placement,foutType,reason,childIDs,parentIDs,rewireChildIDs,rewireParentIDs,privacy,inputs,notes
84,test_heuristic.log,m(list),66,CP,LOUT,none,NO_RULE,[82],[108],[],[],null,"[null, null]",[]
89,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
89,test_fedall.log,LiteralOp 500,71,CP,LOUT,none,NO_RULE,[],"[91, 107]",[],[],null,[],[]
89,test_heuristic.log,LiteralOp 500,71,CP,LOUT,none,NO_RULE,[],"[91, 107]",[],[],null,[],[]
92,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
92,test_fedall.log,LiteralOp 20,68,CP,LOUT,none,NO_RULE,[],"[93, 107]",[],[],null,[],[]
92,test_heuristic.log,LiteralOp 20,68,CP,LOUT,none,NO_RULE,[],"[93, 107]",[],[],null,[],[]
93,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
93,test_fedall.log,m(list),69,CP,LOUT,none,NO_RULE,"[451, 92]",[108],[],[],null,"[null, null]",[]
93,test_heuristic.log,m(list),69,CP,LOUT,none,NO_RULE,"[451, 92]",[108],[],[],null,"[null, null]",[]
102,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
102,test_fedall.log,m(list),70,CP,LOUT,none,NO_RULE,"[451, 82]",[108],[],[],null,"[null, null]",[]
102,test_heuristic.log,m(list),70,CP,LOUT,none,NO_RULE,"[451, 82]",[108],[],[],null,"[null, null]",[]
107,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
107,test_fedall.log,m(list),72,CP,LOUT,none,NO_RULE,"[89, 92]",[108],[],[],null,"[null, null]",[]
107,test_heuristic.log,m(list),72,CP,LOUT,none,NO_RULE,"[89, 92]",[108],[],[],null,"[null, null]",[]
108,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
108,test_fedall.log,m(list),73,CP,LOUT,none,NO_RULE,"[84, 93, 102, 107]",[110],[],[],null,"[null, null, null, null]",[]
108,test_heuristic.log,m(list),73,CP,LOUT,none,NO_RULE,"[84, 93, 102, 107]",[110],[],[],null,"[null, null, null, null]",[]
109,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
109,test_fedall.log,LiteralOp matrix,74,CP,LOUT,none,NO_RULE,[],[110],[],[],null,[],[]
109,test_heuristic.log,LiteralOp matrix,74,CP,LOUT,none,NO_RULE,[],[110],[],[],null,[],[]
110,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
110,test_fedall.log,Fed Fall,75,FED,FOUT,ROW,OK,"[56, 108, 109]",[111],[],[],null,"[null, null, null]",[]
110,test_heuristic.log,Fed Fall,75,FED,FOUT,ROW,OK,"[56, 108, 109]",[111],[],[],null,"[null, null, null]",[]
111,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
111,test_fedall.log,u(castdtf),76,CP,LOUT,none,NO_RULE,[110],"[117, 118, 119]",[],[],null,[ROW],[]
111,test_heuristic.log,u(castdtf),76,CP,LOUT,none,NO_RULE,[110],"[117, 118, 119]",[],[],null,[ROW],[]
113,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
113,test_fedall.log,"LiteralOp { ids:true, dummycode:[1] }",77,CP,LOUT,none,NO_RULE,[],[119],[],[],null,[],[]
113,test_heuristic.log,"LiteralOp { ids:true, dummycode:[1] }",77,CP,LOUT,none,NO_RULE,[],[119],[],[],null,[],[]
451,test_cost.log,<missing>,,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>
451,test_fedall.log,LiteralOp 250.0,67,CP,LOUT,none,NO_RULE,[],"[93, 102]",[],[],null,[],[]
451,test_heuristic.log,LiteralOp 250.0,67,CP,LOUT,none,NO_RULE,[],"[93, 102]",[],[],null,[],[]
